시도,시군구,폐기물 종류,,,"2019년
발생량",총계,,,,공공처리,,,,자가처리,,,,위탁처리,,,
,,,,폐비닐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐식용유,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐전기전자제품,EMPTY,1.3,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐가구류,EMPTY,9.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,기타,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,재활용 잔재물,EMPTY,15.1,7.8,7.3,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,7.8,3.8,0.0,0.0
,,음식물류 폐기물 분리배출,EMPTY,EMPTY,120.2,120.2,0.0,0.0,0.0,96.3,0.0,0.0,0.0,5.2,0.0,0.0,0.0,18.7,0.0,0.0,0.0
경기,시흥시,합계,,EMPTY,369.3,193.9,87.3,88.1,0.0,168.1,19.6,0.0,0.0,0.6,0.0,0.0,0.0,25.2,67.7,88.1,0.0
,,종량제방식 등 혼합배출,소계,EMPTY,155.8,0.0,67.7,88.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.7,88.1,0.0
,,,가연성,소계,141.6,0.0,62.0,79.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,79.6,0.0
,,,,폐지류,10.0,0.0,4.4,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,5.6,0.0
,,,,폐합성수지류,62.4,0.0,27.3,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,35.1,0.0
,,,,폐고무류,2.0,0.0,0.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.1,0.0
,,,,폐섬유류,11.2,0.0,4.9,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,6.3,0.0
,,,,음식물류 폐기물,3.9,0.0,1.7,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.2,0.0
,,,,폐목재류,11.2,0.0,4.9,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,6.3,0.0
,,,,기타,40.9,0.0,17.9,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,23.0,0.0
,,,불연성,소계,13.9,0.0,5.4,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,8.5,0.0
,,,,폐금속류,5.0,0.0,2.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.8,0.0
,,,,폐유리류,1.8,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.0
,,,,폐토사류,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐타일 및 도자기류,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,연탄재,1.7,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0
,,,,기타,5.4,0.0,2.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.0,0.0
,,,건설폐재류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,기타(배출불명등),EMPTY,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
,,"재활용 
가능자원
 분리배출",소계,EMPTY,64.5,44.9,19.6,0.0,0.0,44.9,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐지류,종이팩,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,기타,10.5,10.5,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,고철류,EMPTY,1.9,1.9,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,금속캔,EMPTY,1.5,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐합성수지류,비닐류,4.8,4.8,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,발포수지류,0.9,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,PET병,3.2,3.2,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,기타,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐고무류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐유리병류,EMPTY,4.4,4.4,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐의류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐섬유류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐형광등,EMPTY,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐전지류,EMPTY,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,영농폐기물,농약용기류,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐비닐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐식용유,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐전기전자제품,EMPTY,1.4,1.4,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐가구류,EMPTY,13.2,13.2,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,기타,EMPTY,0.6,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,재활용 잔재물,EMPTY,19.6,0.0,19.6,0.0,0.0,0.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,음식물류 폐기물 분리배출,EMPTY,EMPTY,149.0,149.0,0.0,0.0,0.0,123.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,25.2,0.0,0.0,0.0
경기,파주시,합계,,EMPTY,403.8,235.8,164.3,0.7,3.0,99.9,164.3,0.0,3.0,0.2,0.0,0.0,0.0,135.7,0.0,0.7,0.0
,,종량제방식 등 혼합배출,소계,EMPTY,186.8,19.5,164.3,0.0,3.0,13.8,164.3,0.0,3.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0
,,,가연성,소계,146.7,13.8,132.9,0.0,0.0,13.8,132.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐지류,27.8,0.0,27.8,0.0,0.0,0.0,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐합성수지류,46.5,0.0,46.5,0.0,0.0,0.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐고무류,1.4,0.0,1.4,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐섬유류,20.7,0.0,20.7,0.0,0.0,0.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,음식물류 폐기물,11.4,0.0,11.4,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐목재류,18.2,13.8,4.4,0.0,0.0,13.8,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,기타,20.7,0.0,20.7,0.0,0.0,0.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,불연성,소계,34.4,0.0,31.4,0.0,3.0,0.0,31.4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐금속류,2.3,0.0,2.3,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐유리류,1.4,0.0,1.4,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐토사류,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐타일 및 도자기류,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,연탄재,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,기타,27.7,0.0,27.7,0.0,0.0,0.0,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,건설폐재류,EMPTY,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0
,,,기타(배출불명등),EMPTY,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
,,"재활용 
가능자원
 분리배출",소계,EMPTY,132.2,131.5,0.0,0.7,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.2,0.0,0.7,0.0
,,,폐지류,종이팩,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,기타,58.6,58.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.6,0.0,0.0,0.0
,,,고철류,EMPTY,3.7,3.7,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0
,,,금속캔,EMPTY,5.5,5.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0
,,,폐합성수지류,비닐류,7.8,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0
,,,,발포수지류,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,PET병,1.4,1.4,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,기타,30.2,30.2,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0,0.0
,,,폐고무류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐유리병류,EMPTY,16.7,16.7,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0
,,,폐의류,EMPTY,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐섬유류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐형광등,EMPTY,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐전지류,EMPTY,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,영농폐기물,농약용기류,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐비닐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐식용유,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐전기전자제품,EMPTY,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
,,,폐가구류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,기타,EMPTY,6.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0
,,,재활용 잔재물,EMPTY,0.8,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.7,0.0
,,음식물류 폐기물 분리배출,EMPTY,EMPTY,84.8,84.8,0.0,0.0,0.0,69.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,14.8,0.0,0.0,0.0
경기,김포시,합계,,EMPTY,338.5,129.8,132.1,76.6,0.0,53.8,111.9,76.6,0.0,0.0,0.0,0.0,0.0,76.0,20.2,0.0,0.0
,,종량제방식 등 혼합배출,소계,EMPTY,248.9,43.5,128.8,76.6,0.0,14.3,108.6,76.6,0.0,0.0,0.0,0.0,0.0,29.2,20.2,0.0,0.0
,,,가연성,소계,231.2,40.3,119.8,71.1,0.0,13.3,101.0,71.1,0.0,0.0,0.0,0.0,0.0,27.0,18.8,0.0,0.0
,,,,폐지류,72.6,12.7,37.6,22.3,0.0,4.2,31.7,22.3,0.0,0.0,0.0,0.0,0.0,8.5,5.9,0.0,0.0
,,,,폐합성수지류,65.1,11.4,33.7,20.0,0.0,3.8,28.4,20.0,0.0,0.0,0.0,0.0,0.0,7.6,5.3,0.0,0.0
,,,,폐고무류,2.5,0.4,1.3,0.8,0.0,0.1,1.1,0.8,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0
,,,,폐섬유류,11.1,1.9,5.8,3.4,0.0,0.6,4.9,3.4,0.0,0.0,0.0,0.0,0.0,1.3,0.9,0.0,0.0
,,,,음식물류 폐기물,13.7,2.4,7.1,4.2,0.0,0.8,6.0,4.2,0.0,0.0,0.0,0.0,0.0,1.6,1.1,0.0,0.0
,,,,폐목재류,5.4,0.9,2.8,1.7,0.0,0.3,2.4,1.7,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0
,,,,기타,60.8,10.6,31.5,18.7,0.0,3.5,26.5,18.7,0.0,0.0,0.0,0.0,0.0,7.1,5.0,0.0,0.0
,,,불연성,소계,17.7,3.2,9.0,5.5,0.0,1.0,7.6,5.5,0.0,0.0,0.0,0.0,0.0,2.2,1.4,0.0,0.0
,,,,폐금속류,5.0,0.9,2.6,1.5,0.0,0.3,2.2,1.5,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0
,,,,폐유리류,8.2,1.5,4.2,2.5,0.0,0.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0
,,,,폐토사류,0.5,0.1,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
,,,,폐타일 및 도자기류,0.2,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,연탄재,1.6,0.3,0.8,0.5,0.0,0.1,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0
,,,,기타,2.2,0.4,1.1,0.7,0.0,0.1,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0
,,,건설폐재류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,기타(배출불명등),EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,"재활용 
가능자원
 분리배출",소계,EMPTY,20.8,17.5,3.3,0.0,0.0,17.5,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐지류,종이팩,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,기타,2.3,2.3,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,고철류,EMPTY,3.6,3.6,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,금속캔,EMPTY,0.9,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐합성수지류,비닐류,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,발포수지류,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,PET병,3.3,3.3,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,기타,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐고무류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐유리병류,EMPTY,3.9,3.9,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐의류,EMPTY,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐섬유류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐형광등,EMPTY,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐전지류,EMPTY,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,영농폐기물,농약용기류,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐비닐,2.4,2.4,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐식용유,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐전기전자제품,EMPTY,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐가구류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,기타,EMPTY,0.4,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,재활용 잔재물,EMPTY,3.3,0.0,3.3,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,음식물류 폐기물 분리배출,EMPTY,EMPTY,68.8,68.8,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.8,0.0,0.0,0.0
경기,광명시,합계,,EMPTY,220.9,72.3,124.9,23.7,0.0,19.2,124.9,23.7,0.0,0.0,0.0,0.0,0.0,53.1,0.0,0.0,0.0
,,종량제방식 등 혼합배출,소계,EMPTY,132.8,0.0,109.1,23.7,0.0,0.0,109.1,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,가연성,소계,125.1,0.0,101.4,23.7,0.0,0.0,101.4,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐지류,38.7,0.0,31.8,6.9,0.0,0.0,31.8,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐합성수지류,30.1,0.0,24.7,5.4,0.0,0.0,24.7,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐고무류,1.3,0.0,1.1,0.2,0.0,0.0,1.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐섬유류,5.5,0.0,4.5,1.0,0.0,0.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,음식물류 폐기물,7.4,0.0,6.1,1.3,0.0,0.0,6.1,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐목재류,2.9,0.0,2.4,0.5,0.0,0.0,2.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,기타,39.2,0.0,30.8,8.4,0.0,0.0,30.8,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,불연성,소계,7.7,0.0,7.7,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐금속류,2.2,0.0,2.2,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐유리류,3.6,0.0,3.6,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐토사류,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐타일 및 도자기류,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,연탄재,0.7,0.0,0.7,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,기타,0.9,0.0,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,건설폐재류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,기타(배출불명등),EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,"재활용 
가능자원
 분리배출",소계,EMPTY,35.0,19.2,15.8,0.0,0.0,19.2,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐지류,종이팩,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,기타,3.1,3.1,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,고철류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,금속캔,EMPTY,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐합성수지류,비닐류,6.3,6.3,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,발포수지류,0.6,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,PET병,2.3,2.3,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,기타,1.9,1.9,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐고무류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐유리병류,EMPTY,0.8,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐의류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐섬유류,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐형광등,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐전지류,EMPTY,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,영농폐기물,농약용기류,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,폐비닐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,폐식용유,EMPTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
